Quality,Q.Score,Alc,Cl,TSO2,VA,FSO2,FA
1,7,11.3,0.033,72.0,0.18,12.0,7.1
1,6,11.5,0.033,67.0,0.2,38.0,6.0
1,7,12.3,0.033,76.0,0.2,26.0,7.6
1,6,12.2,0.032,111.0,0.3,31.0,6.2
1,6,10.2,0.041,161.0,0.18,53.0,6.6
1,7,11.5,0.039,117.0,0.22,32.0,7.0
1,6,11.0,0.051,139.0,0.15,51.0,5.6
1,7,13.2,0.034,121.0,0.28,49.0,6.9
1,5,9.5,0.045,135.0,0.19,57.0,5.9
1,6,10.2,0.047,132.0,0.22,38.0,7.8
1,6,11.4,0.05,189.0,0.4,51.0,7.0
2,8,12.5,0.03,140.0,0.28,56.0,6.1
1,7,12.1,0.04,121.0,0.28,29.0,6.5
1,7,10.7,0.045,125.0,0.19,51.0,6.9
1,6,11.2,0.046,156.0,0.22,50.0,6.4
1,6,10.6,0.044,179.0,0.23,42.0,6.8
1,6,11.8,0.037,126.0,0.32,34.0,6.4
1,6,12.6,0.096,80.0,0.39,22.0,8.8
1,7,12.8,0.026,77.0,0.24,11.0,6.6
1,6,12.3,0.026,112.0,0.29,35.0,6.9
2,8,12.3,0.026,113.0,0.28,37.0,6.9
1,6,12.4,0.036,91.0,0.38,35.0,6.7
1,6,12.3,0.03,115.0,0.28,35.0,8.0
1,5,9.1,0.048,188.0,0.25,52.0,6.5
1,5,9.1,0.047,186.0,0.26,48.0,6.6
1,6,10.6,0.032,138.0,0.29,43.0,7.4
1,6,10.3,0.042,189.0,0.19,44.0,6.3
1,5,9.5,0.052,183.0,0.33,52.0,6.1
1,6,11.1,0.037,95.0,0.32,25.0,5.6
1,6,10.8,0.054,143.0,0.46,18.0,7.7
1,5,11.2,0.028,120.0,0.19,34.0,8.8
1,5,11.4,0.024,99.0,0.27,52.0,8.8
1,6,11.2,0.034,94.0,0.18,9.0,5.8
1,6,10.2,0.037,119.0,0.15,14.0,5.8
1,6,10.2,0.041,192.0,0.32,63.0,7.1
1,7,11.5,0.032,148.0,0.3,32.0,8.9
1,6,9.8,0.036,127.0,0.14,37.0,6.0
1,6,10.1,0.042,157.0,0.24,56.0,6.8
1,6,8.8,0.05,195.0,0.21,31.0,6.7
1,7,12.7,0.031,163.0,0.3,50.0,6.1
1,6,9.8,0.032,214.0,0.37,34.0,7.2
0,4,12.9,0.03,76.0,0.64,18.0,6.7
2,8,12.7,0.059,81.0,0.29,28.0,6.3
2,8,13.1,0.026,105.0,0.28,22.0,6.2
1,5,9.1,0.051,156.0,0.18,48.0,7.1
1,6,12.5,0.034,122.0,0.32,18.0,6.4
1,6,9.1,0.047,156.0,0.17,47.0,7.1
1,6,11.2,0.039,162.0,0.24,63.0,5.8
1,6,9.1,0.047,158.0,0.18,45.0,7.1
1,5,11.5,0.044,117.0,0.29,41.0,7.8
1,6,12.5,0.076,92.0,0.34,19.0,8.2
1,6,12.3,0.034,83.0,0.24,26.0,6.5
1,6,11.4,0.041,97.0,0.24,20.0,6.9
1,5,9.4,0.052,113.0,0.4,24.0,6.7
1,5,12.0,0.04,106.0,0.17,35.0,6.8
1,5,11.1,0.04,111.0,0.25,31.0,7.1
1,7,11.8,0.035,97.0,0.27,14.0,5.9
1,6,11.4,0.042,106.0,0.16,36.0,6.0
2,8,12.1,0.033,128.0,0.15,59.0,6.6
1,6,10.4,0.057,178.0,0.34,34.0,7.3
1,6,9.2,0.044,98.0,0.17,33.0,6.0
1,7,13.0,0.034,134.0,0.47,29.0,6.7
1,7,11.5,0.029,106.0,0.21,43.0,6.6
1,5,10.0,0.047,134.0,0.24,13.0,8.0
1,6,11.1,0.038,89.0,0.34,23.0,5.6
1,6,12.2,0.031,86.0,0.23,29.0,7.3
1,5,10.6,0.042,172.0,0.39,60.0,6.0
1,7,13.9,0.027,123.0,0.32,17.0,5.8
1,6,9.2,0.056,143.0,0.22,68.0,7.6
1,6,10.5,0.055,103.0,0.19,41.0,6.8
1,6,12.9,0.04,111.0,0.17,38.0,6.8
1,7,12.9,0.035,106.0,0.3,40.0,6.2
1,5,9.6,0.046,171.0,0.29,52.0,6.9
1,6,12.9,0.04,108.0,0.19,41.0,6.8
1,5,8.8,0.047,219.0,0.24,54.0,6.6
2,8,13.2,0.031,93.0,0.16,27.0,6.6
1,6,10.5,0.045,131.0,0.16,24.0,6.7
2,8,12.6,0.038,97.0,0.3,37.0,6.5
1,6,9.5,0.064,191.0,0.22,36.0,6.5
1,6,9.8,0.06,184.0,0.36,22.0,6.2
2,8,13.4,0.032,86.0,0.37,19.0,6.2
1,7,11.8,0.037,150.0,0.31,39.0,7.6
1,7,13.1,0.039,94.0,0.32,34.0,5.9
1,5,10.4,0.047,131.0,0.22,36.0,5.8
2,8,13.4,0.033,102.0,0.45,20.0,5.4
1,7,13.0,0.035,88.0,0.36,14.0,6.1
1,7,10.2,0.056,113.0,0.21,39.0,7.5
1,6,11.7,0.039,98.0,0.28,16.0,6.9
1,6,11.7,0.036,83.0,0.2,25.0,7.8
2,8,11.4,0.041,81.0,0.28,7.0,6.7
1,6,11.2,0.057,111.0,0.2,24.0,8.0
1,7,13.0,0.036,134.0,0.28,31.0,6.0
1,6,10.9,0.042,123.0,0.24,42.0,6.7
1,7,11.6,0.042,102.0,0.22,38.0,6.3
1,7,11.3,0.038,134.0,0.24,61.0,6.0
1,6,10.5,0.052,141.0,0.3,18.0,6.4
1,7,13.1,0.036,124.0,0.33,30.0,6.1
1,5,9.1,0.054,181.0,0.29,30.0,6.7
1,7,13.4,0.04,93.0,0.33,21.0,6.9
1,7,11.5,0.029,133.0,0.16,29.0,6.5
1,7,11.2,0.031,118.0,0.2,26.0,6.0
1,6,10.9,0.042,155.0,0.33,21.0,7.5
1,7,13.5,0.036,115.0,0.36,35.0,7.1
1,6,9.9,0.046,179.0,0.26,66.0,6.4
1,6,10.5,0.041,167.0,0.22,75.0,7.0
1,7,11.7,0.046,90.0,0.19,22.0,6.5
1,6,11.0,0.043,117.0,0.21,30.0,6.3
1,6,13.0,0.032,63.0,0.35,13.0,7.9
1,6,13.6,0.03,95.0,0.38,28.0,7.7
1,7,12.3,0.031,87.0,0.19,22.0,6.8
1,7,13.3,0.044,171.0,0.33,61.0,7.2
1,5,11.1,0.05,131.0,0.2,26.0,7.5
1,7,13.4,0.038,132.0,0.33,46.0,6.9
1,7,11.3,0.038,152.0,0.23,61.0,5.9
1,5,9.4,0.048,178.0,0.32,55.0,6.6
1,6,11.6,0.028,132.0,0.36,40.0,5.3
1,6,9.8,0.053,146.0,0.23,65.0,7.6
1,7,13.1,0.034,134.0,0.35,28.0,7.1
1,5,9.7,0.046,178.0,0.31,45.0,7.2
1,5,9.2,0.048,179.0,0.28,49.0,6.4
1,6,11.7,0.036,85.0,0.23,17.0,7.2
1,6,10.6,0.045,136.0,0.22,50.0,6.6
1,6,10.9,0.032,92.0,0.24,30.0,7.2
1,5,10.1,0.146,105.0,0.27,28.0,6.2
1,7,12.2,0.029,128.0,0.28,54.0,6.5
1,6,12.7,0.031,80.0,0.27,27.0,7.2
1,6,13.0,0.024,99.0,0.28,27.0,7.8
1,6,11.2,0.03,123.0,0.26,43.0,8.1
1,6,9.4,0.036,153.0,0.23,46.0,6.6
1,6,11.0,0.031,159.0,0.33,49.0,6.0
1,6,12.3,0.029,142.0,0.47,24.0,6.2
1,6,10.0,0.022,116.0,0.14,48.0,7.2
1,6,9.0,0.044,110.0,0.22,39.0,5.7
1,6,11.1,0.023,87.0,0.2,49.0,8.1
1,6,9.9,0.042,123.0,0.14,27.0,5.8
1,7,12.2,0.037,112.0,0.21,17.0,4.8
1,6,12.9,0.032,78.0,0.64,19.0,6.6
1,5,9.0,0.05,86.0,0.48,23.0,7.0
1,6,12.4,0.028,162.0,0.37,42.0,7.6
1,6,11.2,0.036,85.0,0.25,15.0,8.0
1,6,12.6,0.029,112.0,0.38,7.0,7.6
1,6,11.5,0.031,80.0,0.26,20.0,6.9
1,7,11.3,0.035,93.0,0.15,31.0,7.8
1,6,11.9,0.027,87.0,0.31,20.0,7.8
1,6,10.1,0.036,119.0,0.17,24.0,8.1
1,7,11.0,0.027,112.0,0.18,32.0,6.8
1,5,10.6,0.048,161.0,0.28,35.0,7.4
1,7,11.3,0.035,120.0,0.23,39.0,7.3
1,7,11.5,0.028,78.0,0.25,14.0,7.4
1,5,11.1,0.026,143.0,0.3,33.0,7.5
1,7,12.8,0.023,130.0,0.26,19.0,7.2
1,6,12.3,0.037,76.0,0.32,12.0,6.3
1,6,10.4,0.041,102.0,0.24,15.0,7.7
1,7,11.7,0.032,104.0,0.24,42.0,7.0
1,7,10.7,0.044,158.0,0.28,52.0,5.8
1,6,9.5,0.042,114.0,0.19,21.0,6.8
1,7,12.0,0.037,107.0,0.19,37.0,6.6
1,5,10.8,0.053,186.0,0.28,28.0,6.4
1,7,10.7,0.043,158.0,0.28,52.0,5.6
1,7,10.7,0.044,158.0,0.28,52.0,5.6
1,7,10.7,0.049,107.0,0.19,37.0,6.8
1,7,12.1,0.031,123.0,0.16,40.0,7.2
1,7,11.9,0.034,108.0,0.17,55.0,6.6
1,6,10.8,0.042,137.0,0.19,54.0,6.6
1,7,12.3,0.033,169.0,0.2,65.0,5.8
1,6,9.4,0.053,226.0,0.39,49.0,6.6
1,6,9.9,0.049,88.0,0.12,32.0,6.8
1,7,10.4,0.039,140.0,0.295,29.0,6.6
1,6,10.4,0.038,137.0,0.26,28.0,6.6
1,7,12.6,0.027,122.0,0.32,37.0,7.0
1,5,9.4,0.056,167.0,0.35,35.0,6.7
1,5,9.2,0.047,151.0,0.38,41.0,6.4
1,6,11.2,0.047,90.0,0.14,30.0,6.8
1,6,9.2,0.044,149.0,0.16,27.0,7.0
1,6,10.8,0.046,114.0,0.16,31.0,6.8
1,6,12.5,0.037,95.0,0.24,11.0,7.2
1,5,9.3,0.041,188.0,0.32,66.0,7.7
1,5,11.4,0.041,117.0,0.29,20.0,7.0
1,7,10.0,0.044,118.0,0.27,48.0,7.1
1,7,12.8,0.029,93.0,0.36,12.0,6.6
1,5,9.5,0.117,183.0,0.37,61.0,6.4
1,6,9.5,0.117,181.0,0.38,57.0,6.4
1,6,9.5,0.118,172.0,0.36,61.0,6.4
1,6,10.8,0.036,124.0,0.3,21.0,6.6
1,6,8.8,0.045,125.0,0.21,34.0,6.5
1,7,11.0,0.021,156.0,0.31,57.0,7.6
1,7,11.3,0.02,66.0,0.26,12.0,6.5
1,6,11.0,0.047,130.0,0.19,42.0,6.8
1,6,10.5,0.052,152.0,0.25,56.0,6.0
1,7,11.4,0.046,133.0,0.24,30.0,6.4
1,6,11.3,0.039,139.0,0.18,50.0,5.9
1,7,12.2,0.031,73.0,0.33,10.0,7.2
1,7,12.6,0.037,95.0,0.29,31.0,6.4
1,5,11.1,0.032,138.0,0.31,30.0,7.3
1,6,12.3,0.035,126.0,0.29,34.0,7.0
0,4,10.4,0.037,122.0,0.19,6.0,6.9
1,6,8.8,0.06,190.0,0.32,51.0,6.3
1,6,10.4,0.047,109.0,0.18,17.0,6.8
1,7,13.0,0.038,130.0,0.52,27.0,6.8
1,7,12.2,0.03,191.0,0.28,25.0,7.1
2,8,10.5,0.035,128.0,0.15,49.0,5.7
1,7,10.8,0.043,149.0,0.275,41.0,5.8
2,8,13.0,0.032,115.0,0.32,46.0,5.8
1,6,10.0,0.049,152.0,0.22,26.0,6.7
0,4,10.4,0.05,76.0,0.6,11.0,6.1
1,6,12.4,0.034,145.0,0.26,59.0,6.5
2,8,12.9,0.035,155.0,0.29,54.0,5.0
1,7,10.5,0.038,152.0,0.21,61.0,6.8
1,7,12.7,0.029,102.0,0.37,41.0,5.9
1,6,9.4,0.044,155.0,0.21,61.0,6.2
1,7,12.9,0.025,95.0,0.3,29.0,6.8
2,8,13.0,0.032,74.0,0.41,26.0,7.3
1,5,9.1,0.053,112.0,0.34,26.0,6.6
1,6,10.4,0.049,166.0,0.25,42.0,5.6
1,6,12.2,0.032,169.0,0.58,29.0,6.9
1,7,10.5,0.037,105.0,0.2,19.0,7.1
1,6,10.2,0.044,183.0,0.15,79.5,6.8
2,8,12.5,0.027,122.0,0.22,37.0,7.0
1,7,11.3,0.051,122.0,0.16,39.0,6.4
1,7,12.6,0.028,122.0,0.31,33.0,6.8
1,5,9.8,0.087,177.0,0.3,27.0,7.6
1,5,10.8,0.03,98.0,0.16,39.0,6.0
1,6,12.5,0.04,186.0,0.21,41.0,7.1
1,7,11.5,0.027,150.0,0.21,37.0,5.6
1,6,11.4,0.027,112.0,0.22,23.0,7.4
1,6,11.0,0.053,146.0,0.15,61.0,6.4
1,6,10.2,0.044,182.0,0.15,79.5,6.8
1,6,11.6,0.036,96.0,0.22,32.0,6.3
1,5,10.1,0.076,145.0,0.3,24.0,7.0
1,5,9.2,0.05,139.0,0.26,23.0,6.6
1,6,9.1,0.05,180.0,0.24,26.0,7.5
1,6,11.7,0.037,79.0,0.15,45.0,6.6
1,6,12.6,0.041,114.0,0.34,29.0,6.7
1,5,9.0,0.088,183.0,0.35,61.0,7.7
1,5,10.1,0.039,141.0,0.31,53.0,6.7
1,5,9.2,0.045,159.0,0.2,57.0,6.3
1,5,8.8,0.049,190.0,0.28,45.0,6.6
0,4,10.0,0.028,95.0,0.18,34.0,8.5
1,6,9.1,0.036,196.0,0.35,20.0,6.5
1,5,11.2,0.041,182.0,0.22,29.0,6.8
1,6,9.2,0.053,119.0,0.18,20.0,6.3
1,5,9.5,0.038,200.0,0.3,54.0,6.6
1,7,11.9,0.024,152.0,0.34,40.0,6.3
1,5,9.8,0.068,138.0,0.3,28.0,7.7
1,5,9.8,0.069,134.0,0.31,29.0,7.7
1,7,10.8,0.036,150.0,0.265,46.0,5.7
1,6,11.3,0.051,122.0,0.255,29.0,5.4
1,6,12.1,0.028,121.0,0.26,13.0,6.6
1,7,11.3,0.03,111.0,0.17,22.0,4.8
1,7,13.5,0.028,75.0,0.2,21.0,6.2
1,5,10.3,0.044,126.0,0.28,11.0,7.5
1,6,11.6,0.041,166.0,0.34,51.0,7.0
1,6,12.5,0.029,116.0,0.19,39.0,6.5
1,5,8.6,0.042,125.0,0.21,28.0,6.0
0,4,12.7,0.026,88.0,0.32,18.0,6.5
1,5,9.2,0.167,120.0,0.21,65.0,7.1
1,6,10.2,0.034,135.0,0.26,18.0,5.6
1,7,9.0,0.051,149.0,0.15,29.0,7.0
1,5,11.9,0.04,121.0,0.27,45.0,7.4
1,6,9.0,0.07,194.0,0.22,67.0,6.8
1,5,9.0,0.055,134.0,0.24,47.0,6.2
1,6,11.0,0.051,143.0,0.28,40.0,6.3
1,5,10.0,0.039,108.0,0.17,10.0,5.5
1,5,10.7,0.04,184.0,0.26,25.0,6.5
1,5,10.7,0.042,183.0,0.27,24.0,6.6
2,8,13.4,0.026,130.0,0.46,29.0,5.4
1,7,11.1,0.028,98.0,0.17,22.0,6.1
1,5,10.9,0.025,40.0,0.2,10.0,7.4
1,5,9.4,0.033,186.0,0.4,59.0,6.9
1,6,10.6,0.035,134.0,0.24,53.0,6.3
1,6,10.2,0.042,125.0,0.27,61.0,6.1
1,5,9.7,0.04,248.0,0.42,61.0,6.7
1,5,12.3,0.04,135.0,0.33,29.0,6.9
1,7,11.4,0.022,100.0,0.15,38.0,6.3
1,7,12.7,0.022,97.0,0.32,31.0,6.5
1,6,10.8,0.02,113.0,0.25,31.0,7.4
1,5,9.5,0.05,196.0,0.27,52.0,6.4
1,6,10.1,0.064,140.0,0.25,29.0,6.5
1,7,13.2,0.027,100.0,0.19,11.0,5.6
1,5,8.8,0.037,182.0,0.29,61.5,7.4
1,5,9.5,0.043,201.0,0.34,54.0,6.4
1,5,9.5,0.044,202.0,0.27,53.0,6.6
1,6,9.5,0.047,191.0,0.26,52.0,6.6
1,5,9.5,0.051,197.0,0.26,46.0,6.5
1,6,10.4,0.043,133.0,0.25,53.0,6.8
1,6,9.9,0.049,170.0,0.32,63.0,6.3
1,5,10.0,0.046,113.0,0.24,22.0,5.5
1,6,9.4,0.056,95.0,0.13,33.0,6.6
1,5,9.3,0.098,91.0,0.39,13.0,7.0
1,5,10.9,0.057,138.0,0.21,21.0,7.9
1,5,11.4,0.042,177.0,0.3,21.0,7.0
1,5,10.3,0.036,49.0,0.2,7.0,8.1
1,6,11.0,0.033,57.0,0.18,20.0,8.3
1,6,10.8,0.042,111.0,0.17,16.0,7.2
1,5,10.2,0.041,113.0,0.21,7.0,6.8
1,6,10.2,0.042,109.0,0.21,7.0,6.9
0,3,10.5,0.06,162.0,0.26,42.0,6.8
1,5,11.1,0.052,156.0,0.28,23.0,7.2
1,5,10.3,0.049,149.0,0.34,31.0,7.4
1,7,12.9,0.042,106.0,0.43,18.0,6.3
1,5,9.9,0.045,131.0,0.41,28.0,6.8
1,6,11.3,0.036,131.0,0.4,43.0,6.3
1,6,11.5,0.034,120.0,0.35,36.0,5.1
1,5,10.7,0.039,132.0,0.3,34.0,6.3
1,6,10.4,0.042,139.0,0.28,52.0,6.9
1,6,12.5,0.033,204.0,0.33,39.0,7.0
1,5,9.5,0.052,197.0,0.26,48.0,6.7
1,7,11.3,0.042,104.0,0.24,31.0,7.3
1,6,13.0,0.034,88.0,0.46,12.0,6.7
1,5,11.5,0.053,99.0,0.23,13.0,5.1
1,7,13.2,0.035,100.0,0.44,24.0,7.1
1,7,11.5,0.034,111.0,0.26,23.0,4.8
1,5,9.6,0.086,130.0,0.31,30.0,6.8
1,6,9.7,0.058,110.0,0.15,45.0,7.0
1,5,9.2,0.052,142.0,0.41,49.0,6.5
1,5,8.4,0.052,113.0,0.31,34.0,6.2
1,6,12.4,0.05,103.0,0.27,41.0,8.0
1,6,11.7,0.028,84.0,0.37,24.0,6.7
1,6,11.0,0.036,191.0,0.21,41.0,6.6
1,6,11.9,0.032,109.0,0.26,36.0,7.5
1,7,13.2,0.028,100.0,0.34,46.0,7.5
1,5,9.1,0.055,176.0,0.32,36.0,6.4
1,6,12.6,0.023,109.0,0.24,20.0,6.7
1,5,10.6,0.047,87.0,0.31,18.0,8.2
1,7,13.7,0.03,123.0,0.17,32.0,5.9
1,6,12.0,0.037,93.0,0.2,38.0,5.9
1,7,12.5,0.031,120.0,0.32,26.0,6.6
1,6,12.1,0.03,110.0,0.12,40.0,5.9
1,6,11.3,0.032,137.0,0.18,68.0,5.9
1,6,10.3,0.049,104.0,0.17,28.0,5.4
1,6,12.7,0.039,136.0,0.21,47.0,6.1
1,5,9.2,0.048,207.0,0.25,52.0,7.3
1,7,13.0,0.038,98.0,0.39,17.0,6.6
1,6,13.1,0.04,101.0,0.31,41.0,6.0
1,6,11.0,0.048,113.0,0.23,59.0,8.4
1,6,10.2,0.055,134.0,0.23,74.0,6.1
0,4,8.6,0.054,193.0,0.36,63.0,7.3
1,5,9.0,0.094,181.0,0.37,58.0,7.6
1,5,9.6,0.062,194.0,0.26,50.0,6.7
1,7,9.9,0.057,98.0,0.22,45.0,7.4
1,5,10.5,0.059,135.0,0.22,54.0,6.1
1,5,11.4,0.053,98.0,0.28,20.0,7.1
1,5,9.4,0.069,170.0,0.35,58.0,6.5
1,6,8.9,0.047,111.0,0.28,42.0,6.0
1,5,10.8,0.049,129.0,0.2,28.0,7.1
1,6,12.2,0.045,143.0,0.33,34.0,6.8
1,6,12.5,0.029,63.0,0.24,21.0,7.2
1,6,10.8,0.046,127.0,0.27,43.0,6.2
1,6,11.4,0.043,98.0,0.38,28.0,6.4
1,5,10.6,0.036,127.0,0.21,47.0,6.0
1,5,9.2,0.044,63.0,0.34,17.0,7.0
1,6,12.2,0.031,134.0,0.435,21.0,5.9
1,6,12.3,0.021,76.0,0.25,17.0,7.0
1,6,10.4,0.038,179.0,0.26,40.0,6.7
1,6,10.4,0.035,172.0,0.24,72.0,7.0
1,7,11.0,0.035,110.0,0.23,54.0,8.5
1,6,11.4,0.144,65.0,0.22,12.0,6.1
1,6,11.5,0.071,69.0,0.27,26.0,5.8
1,7,12.5,0.036,88.0,0.33,34.0,6.5
1,7,11.2,0.037,138.0,0.39,45.0,6.2
1,6,13.6,0.04,139.0,0.37,49.0,7.1
1,6,11.1,0.054,105.0,0.25,24.0,7.2
1,5,9.4,0.056,206.0,0.28,49.0,6.2
1,6,11.2,0.05,132.0,0.25,24.0,7.4
1,5,10.2,0.057,173.0,0.36,46.0,7.3
1,5,10.1,0.045,109.0,0.31,16.0,8.6
1,5,10.3,0.031,95.0,0.22,38.0,8.6
1,6,9.9,0.056,91.0,0.14,30.0,6.9
1,5,11.5,0.046,106.0,0.22,17.0,6.5
1,5,9.0,0.063,173.0,0.32,27.0,6.6
1,6,12.1,0.03,101.0,0.28,25.0,6.1
2,8,11.5,0.05,116.0,0.22,43.0,6.9
0,4,11.0,0.039,67.0,0.31,28.0,8.7
1,6,10.7,0.04,84.0,0.27,26.0,7.3
1,5,9.4,0.046,184.0,0.46,50.0,7.0
1,6,10.3,0.042,108.0,0.23,16.0,5.7
1,6,12.0,0.04,92.0,0.18,41.0,8.2
1,6,11.0,0.048,159.0,0.27,47.0,6.2
1,5,9.3,0.053,148.0,0.4,36.0,6.9
1,5,10.1,0.068,143.0,0.345,32.0,4.9
1,6,11.1,0.053,106.0,0.23,26.0,7.2
1,6,9.9,0.046,113.0,0.2,26.0,6.4
1,6,11.0,0.048,161.0,0.27,47.0,6.1
1,6,12.5,0.042,127.0,0.3,31.0,6.0
1,7,12.7,0.042,142.0,0.3,41.0,6.1
1,5,9.3,0.045,105.0,0.14,26.0,5.7
1,5,8.8,0.066,161.0,0.33,36.0,6.3
1,6,11.2,0.043,90.0,0.16,34.0,7.0
1,7,10.8,0.038,122.0,0.22,45.0,8.4
1,5,10.3,0.05,145.0,0.24,22.0,5.4
1,5,12.0,0.026,87.0,0.31,15.0,7.7
1,6,9.5,0.048,110.0,0.185,36.0,5.6
1,6,9.8,0.04,159.0,0.43,54.0,6.6
1,5,9.0,0.084,170.0,0.39,55.0,7.6
1,7,13.0,0.032,118.0,0.58,40.0,7.2
1,7,11.8,0.044,116.0,0.34,13.0,6.0
1,5,8.8,0.056,176.5,0.35,61.0,7.5
0,4,11.2,0.05,102.0,0.38,18.0,7.3
1,6,9.5,0.048,110.0,0.185,36.0,5.4
0,4,9.4,0.049,200.0,0.27,35.0,6.3
1,6,9.5,0.049,192.0,0.29,35.0,6.5
1,6,10.4,0.034,125.0,0.17,33.0,6.4
1,7,9.8,0.035,143.0,0.18,42.0,6.7
1,7,11.9,0.033,134.0,0.24,61.0,6.1
1,7,12.8,0.025,124.0,0.32,35.0,7.0
1,6,13.0,0.03,117.0,0.27,18.0,6.9
1,7,10.4,0.04,192.0,0.29,41.0,6.5
1,6,10.4,0.034,193.0,0.29,41.0,6.5
1,5,10.7,0.035,135.0,0.22,54.0,6.1
1,7,10.7,0.036,157.0,0.22,81.0,6.3
1,6,10.4,0.043,101.0,0.23,31.0,5.6
1,6,9.4,0.048,223.0,0.23,73.0,7.3
1,6,11.4,0.048,129.0,0.2,46.0,6.1
1,5,9.2,0.06,104.0,0.2,36.0,6.9
1,7,10.5,0.041,76.0,0.19,26.0,6.7
1,7,11.0,0.048,111.0,0.28,32.0,6.7
1,7,12.8,0.041,144.0,0.26,37.0,6.0
1,6,10.5,0.053,120.0,0.24,25.0,6.4
1,5,9.5,0.062,122.0,0.25,21.0,6.4
1,6,9.2,0.052,94.0,0.25,25.0,6.1
1,6,11.1,0.047,117.0,0.14,40.0,6.8
1,7,12.3,0.042,112.0,0.38,33.0,6.5
1,6,12.6,0.037,51.0,0.15,10.0,5.4
1,6,10.8,0.054,152.0,0.22,40.0,6.8
1,6,11.3,0.044,122.0,0.21,39.0,7.2
1,6,9.8,0.051,171.0,0.46,56.0,6.5
1,5,9.3,0.054,97.0,0.32,6.0,6.2
1,5,9.2,0.055,151.0,0.4,45.0,7.2
1,6,11.4,0.037,115.0,0.23,32.0,5.9
0,4,8.4,0.056,91.0,0.37,6.0,6.4
1,5,9.2,0.062,100.0,0.23,35.0,7.0
1,6,10.4,0.033,151.0,0.19,52.0,7.6
1,6,11.6,0.046,147.0,0.28,50.0,6.0
1,6,12.4,0.029,94.0,0.32,37.0,6.2
1,5,9.3,0.052,176.0,0.26,22.0,6.4
1,6,12.2,0.029,81.0,0.25,37.0,5.9
1,6,11.0,0.031,139.0,0.28,33.0,6.1
1,5,11.4,0.023,105.0,0.19,30.0,6.9
1,5,9.5,0.06,120.0,0.29,15.0,6.4
1,5,9.2,0.034,116.0,0.27,16.0,6.8
1,6,11.1,0.021,125.0,0.26,23.0,7.5
1,6,11.0,0.032,172.0,0.2,53.0,6.4
1,5,9.9,0.041,177.0,0.33,40.0,7.3
1,5,9.9,0.044,176.0,0.34,43.0,7.3
1,5,9.4,0.052,185.0,0.24,48.0,6.3
1,5,9.3,0.053,149.0,0.24,45.0,6.2
1,7,8.7,0.05,135.0,0.16,25.0,7.4
1,7,9.0,0.05,154.0,0.17,33.0,7.2
1,6,10.7,0.038,118.0,0.19,49.0,6.9
1,6,11.3,0.034,98.0,0.16,32.0,6.8
1,6,11.7,0.028,97.0,0.3,22.0,6.8
1,5,10.7,0.032,131.0,0.43,25.0,6.5
1,6,11.4,0.036,110.0,0.17,38.0,6.6
1,6,11.2,0.036,119.0,0.36,27.0,7.4
1,5,9.7,0.09,130.0,0.17,44.0,6.1
1,5,12.5,0.032,85.0,0.28,23.0,5.5
2,8,12.9,0.029,110.0,0.5,32.0,6.6
1,6,11.8,0.057,160.0,0.44,60.0,7.1
1,5,10.6,0.062,166.0,0.38,22.0,6.9
1,6,10.7,0.049,133.0,0.24,54.0,6.2
1,5,9.9,0.048,162.0,0.28,41.0,6.1
1,6,12.0,0.048,76.0,0.26,23.0,7.6
1,7,10.4,0.043,163.0,0.16,70.5,7.5
1,5,8.5,0.054,107.0,0.36,11.0,6.5
0,4,9.9,0.06,82.0,0.35,15.0,6.6
1,6,9.4,0.049,120.0,0.25,52.5,5.7
1,5,10.4,0.05,134.0,0.37,33.0,7.4
1,6,11.0,0.044,108.0,0.25,21.0,5.7
1,6,11.0,0.044,110.0,0.23,21.0,5.8
1,6,10.4,0.052,91.0,0.265,27.0,5.4
1,6,9.8,0.05,116.0,0.25,58.0,5.7
1,6,9.4,0.049,106.0,0.25,52.5,5.7
1,6,10.6,0.046,142.0,0.23,37.0,5.9
1,5,10.1,0.052,185.0,0.3,32.0,6.2
2,8,11.5,0.048,96.0,0.33,20.0,6.5
1,6,11.4,0.048,73.0,0.26,14.0,7.4
1,6,9.2,0.058,93.0,0.2,30.0,7.0
1,6,9.7,0.059,101.0,0.21,33.0,6.5
1,6,11.3,0.047,79.0,0.25,16.0,7.3
1,6,9.6,0.098,127.0,0.27,36.0,6.8
1,6,8.9,0.07,179.0,0.24,44.0,6.7
1,6,10.0,0.057,82.0,0.14,21.0,6.4
1,6,9.2,0.059,112.0,0.5,19.0,6.4
1,6,9.0,0.11,103.0,0.41,20.0,6.6
1,7,12.8,0.03,98.0,0.25,29.0,6.4
1,5,9.5,0.054,136.0,0.25,13.0,8.0
1,5,11.0,0.046,140.0,0.21,30.0,6.6
1,6,10.6,0.037,99.0,0.29,24.0,6.3
1,5,10.0,0.057,166.0,0.37,54.0,6.9
1,7,11.7,0.03,86.0,0.31,22.0,5.7
1,7,12.5,0.035,80.0,0.45,17.0,6.9
1,7,11.1,0.039,122.0,0.3,36.0,6.9
1,5,9.7,0.041,141.0,0.23,46.0,5.3
1,6,12.2,0.035,105.0,0.28,43.0,6.7
1,6,11.3,0.043,153.0,0.255,46.0,5.0
1,5,11.6,0.053,193.0,0.4,23.0,7.6
1,6,11.3,0.04,75.0,0.21,18.0,5.5
1,6,11.1,0.041,95.0,0.2,30.0,6.0
